Time Elapsed (sec),Replicate 1 Percent Group Activity,Replicate 2 Percent Group Activity,Replicate 3 Percent Group Activity,Replicate 4 Percent Group Activity,Replicate 5 Percent Group Activity,Replicate 6 Percent Group Activity,Replicate 7 Percent Group Activity,Replicate 8 Percent Group Activity
"(1000, 1010]",0.732107023411372,0.7374581939799341,0.8531772575250858,0.6628762541806019,0.6617892976588629,0.5737643998513563,0.7939799331103695,0.731772575250835
"(1010, 1020]",0.7496644295302014,0.7161073825503357,0.8654362416107397,0.6164429530201341,0.6505872483221476,0.715347454477886,0.7348993288590605,0.7463087248322148
"(1020, 1030]",0.7204697986577177,0.8040268456375845,0.7607382550335582,0.731879194630872,0.6948160535117057,0.6733780760626374,0.7886287625418072,0.7511705685618734
"(1030, 1040]",0.713043478260869,0.7775919732441473,0.7655518394648819,0.6578595317725747,0.6023489932885906,0.6163310961968659,0.8060402684563772,0.7130872483221474
"(1040, 1050]",0.6617449664429526,0.7030201342281872,0.861744966442955,0.7057046979865768,0.7508361204013378,0.6053511705685599,0.8010033444816076,0.7882943143812712
"(1050, 1060]",0.7130872483221466,0.6335570469798641,0.7842281879194642,0.5607382550335566,0.6216329966329966,0.6677852348993268,0.788255033557047,0.7818791946308731
"(1060, 1070]",0.6541806020066884,0.8163879598662211,0.7561872909698999,0.6722408026755855,0.6663879598662207,0.7013422818791926,0.7432885906040263,0.7506711409395966
"(1070, 1080]",0.681879194630872,0.7275167785234891,0.8120805369127525,0.6271812080536914,0.5961538461538461,0.5997770345596418,0.7381270903010025,0.7856187290969918
"(1080, 1090]",0.733557046979867,0.7795302013422833,0.7204697986577172,0.6389261744966445,0.6912751677852349,0.637211036539894,0.7439597315436246,0.6812080536912745
"(1090, 1100]",0.709030100334448,0.5274247491638799,0.8157190635451513,0.605685618729096,0.638003355704698,0.5533184190902303,0.7677852348993305,0.813087248322149
"(1100, 1110]",0.6966442953020128,0.5657718120805368,0.7936241610738265,0.5979865771812075,0.7165551839464883,0.632850241545892,0.6926421404682251,0.7404682274247502
"(1110, 1120]",0.6221476510067108,0.6815436241610746,0.7520134228187911,0.584563758389262,0.6174496644295302,0.6446681580909742,0.6963087248322132,0.778523489932886
"(1120, 1130]",0.6832775919732431,0.6444816053511698,0.8347826086956549,0.7210702341137126,0.6589765100671141,0.6998508575689755,0.786912751677852,0.7187919463087253
"(1130, 1140]",0.6399328859060404,0.7305369127516771,0.8100671140939613,0.5476510067114088,0.6768394648829431,0.5986622073578588,0.6715719063545144,0.7113712374581939
"(1140, 1150]",0.6628762541806018,0.6424749163879593,0.7959866220735787,0.506354515050167,0.7260906040268457,0.6882923191647999,0.7322147651006713,0.7221476510067115
"(1150, 1160]",0.5828859060402677,0.6214765100671137,0.776845637583893,0.5610738255033554,0.7625418060200669,0.5577852099591248,0.761872909698997,0.6715719063545139
"(1160, 1170]",0.681543624161074,0.5953177257525074,0.7892976588628772,0.6364548494983271,0.6673657718120806,0.5894854586129743,0.6597315436241604,0.8151006711409409
"(1170, 1180]",0.7170568561872905,0.7033557046979864,0.8053691275167784,0.4942953020134233,0.5184563758389261,0.7087994034302739,0.7550335570469787,0.7872483221476515
"(1180, 1190]",0.7580536912751679,0.6328859060402683,0.7446308724832222,0.6795302013422817,0.6174749163879598,0.6057227796358221,0.8080267558528443,0.7521739130434784
