time_elapsed,replicate_1,replicate_2,replicate_3,replicate_4,replicate_5,replicate_6,replicate_7,replicate_8,replicate_9,replicate_10,replicate_11,replicate_12,replicate_13,replicate_14,replicate_15,replicate_16
"(900, 910]",0.6077181208053688,0.5704697986577183,0.5872483221476508,0.6167785234899328,0.6161073825503353,0.7077181208053689,0.6953020134228193,0.5879194630872477,0.6104026845637576,0.7496644295302026,0.5790115924344104,0.7932885906040275,0.6852348993288583,0.5753508236729695,0.6671140939597306,0.7285234899328866
"(910, 920]",0.5695652173913041,0.503010033444815,0.3989966555183952,0.6190635451505014,0.7240802675585295,0.6765886287625417,0.8548494983277615,0.7247491638795999,0.5979933110367883,0.7240802675585288,0.7005168744299154,0.6963210702341136,0.6220735785953171,0.5551839464882949,0.6882943143812705,0.711036789297658
"(920, 930]",0.6436241610738263,0.5805369127516766,0.6315436241610735,0.6546979865771801,0.7248322147651007,0.6241610738255026,0.8161073825503367,0.6963087248322132,0.6295302013422808,0.5875838926174489,0.5967053081147017,0.7016778523489934,0.6346801346801343,0.6137888956680883,0.6651006711409394,0.6295302013422811
"(930, 940]",0.6137583892617443,0.6845637583892608,0.7261744966442949,0.6449664429530187,0.7885906040268471,0.655369127516779,0.8187919463087256,0.6795302013422813,0.6979865771812079,0.678523489932885,0.5311165344722387,0.6644295302013417,0.6163879598662197,0.5451494813910914,0.680872483221475,0.6550335570469793
"(940, 950]",0.6903010033444804,0.5862876254180599,0.682274247491638,0.6896321070234109,0.6963210702341144,0.6702341137123735,0.6973244147157179,0.7608695652173912,0.6411371237458179,0.5217391304347819,0.8038917604134967,0.7254180602006689,0.6020066889632102,0.5910611128002426,0.5214046822742474,0.721070234113712
"(950, 960]",0.5667785234899325,0.6389261744966432,0.7057046979865773,0.5644295302013433,0.6271812080536899,0.7167785234899319,0.6979865771812084,0.5912751677852344,0.5701342281879187,0.6026845637583885,0.805064063453322,0.7161073825503363,0.6114093959731532,0.5829774252593035,0.5986577181208049,0.7140939597315434
"(960, 970]",0.6916107382550329,0.7016778523489926,0.7265100671140937,0.6550335570469794,0.5942953020134217,0.6171140939597316,0.7271812080536918,0.5577181208053695,0.7006711409395969,0.6822147651006701,0.7455765710799249,0.6989932885906033,0.7231543624161081,0.5866381940207442,0.7248322147651014,0.6224832214765081
"(970, 980]",0.682608695652173,0.6645484949832768,0.6518394648829434,0.5622073578595311,0.6983277591973226,0.6153846153846149,0.8347826086956533,0.6795986622073583,0.6648829431438127,0.6521739130434789,0.7409546974764337,0.6969899665551833,0.6779264214046825,0.6615992702949205,0.7193979933110368,0.6963210702341127
"(980, 990]",0.6570469798657707,0.6614093959731534,0.743624161073826,0.6815436241610726,0.7211409395973167,0.6073825503355694,0.7318791946308734,0.7093959731543621,0.5087248322147652,0.6486577181208043,0.7043929225137255,0.6560402684563752,0.7463087248322138,0.4661378889566801,0.6812080536912746,0.6281879194630865
"(990, 1000]",0.6979865771812089,0.6288590604026836,0.7399328859060414,0.6050335570469791,0.7338926174496653,0.5322147651006708,0.7359060402684559,0.6577181208053684,0.6406040268456374,0.7399328859060404,0.6406345332519819,0.6516778523489921,0.7218120805369134,0.5924344112263575,0.6708053691275173,0.5882550335570468
"(1000, 1010]",0.677926421404682,0.5812709030100336,0.7414715719063537,0.5852842809364542,0.6993311036789297,0.669565217391304,0.657190635451503,0.6555183946488291,0.716053511705686,0.5809364548494986,0.7217999391912411,0.6561872909698983,0.6715719063545149,0.4609303739738522,0.721404682274247,0.6093645484949822
"(1010, 1020]",0.736577181208053,0.6791946308724831,0.7483221476510062,0.6916107382550332,0.7848993288590604,0.7664429530201345,0.6258389261744963,0.7835570469798674,0.6828859060402679,0.7050335570469808,0.6799877974374594,0.6976510067114092,0.6607382550335574,0.6125686394142765,0.7023489932885908,0.6577181208053703
"(1020, 1030]",0.6822147651006697,0.638255033557047,0.6983221476510062,0.6939597315436231,0.7161073825503348,0.6489932885906046,0.7818791946308729,0.7392617449664426,0.6382550335570466,0.6399328859060391,0.6403294691885281,0.6214765100671139,0.6489932885906029,0.4810860280658932,0.6275167785234885,0.7661073825503356
"(1030, 1040]",0.6364548494983271,0.6357859531772563,0.7183946488294304,0.6327759197324404,0.6839464882943135,0.7324414715719071,0.7357859531772581,0.6488294314381262,0.6086956521739123,0.6822742474916391,0.6391000304043766,0.6177257525083609,0.5173913043478259,0.5874125874125874,0.6308724832214763,0.6345637583892616
"(1040, 1050]",0.6533557046979859,0.6127516778523494,0.7446308724832217,0.5466442953020132,0.6251677852348996,0.7006711409395971,0.7127516778523488,0.6322147651006704,0.5993288590604021,0.6741610738255018,0.627516778523488,0.652684563758389,0.6869127516778523,0.4758999389871868,0.7163879598662201,0.5986622073578589
"(1050, 1060]",0.712709030100333,0.5862876254180598,0.7531772575250839,0.6856187290969887,0.6916387959866223,0.6270903010033433,0.661204013377927,0.6311036789297652,0.6488294314381268,0.662541806020066,0.5840681058072354,0.6301003344481597,0.6622073578595308,0.578096400244052,0.5637583892617435,0.8033557046979884
"(1060, 1070]",0.5567114093959721,0.6741610738255016,0.751006711409397,0.6708053691275166,0.6976510067114077,0.6661073825503346,0.7499999999999992,0.7607382550335582,0.5741610738255026,0.7067114093959721,0.6540573520439273,0.648657718120805,0.749664429530201,0.5740346609911823,0.737123745819398,0.6806020066889623
"(1070, 1080]",0.5587248322147654,0.6332214765100665,0.6748322147650996,0.6902684563758386,0.779194630872483,0.7171140939597318,0.6785234899328861,0.628859060402683,0.5895973154362407,0.6268456375838922,0.6043319097010351,0.597315436241611,0.6999999999999991,0.500305064063453,0.5647651006711404,0.561073825503355
"(1080, 1090]",0.6769230769230775,0.6036789297658854,0.67324414715719,0.5698996655518384,0.7207357859531779,0.5571906354515049,0.7183946488294316,0.6612040133779271,0.6180602006688952,0.5729096989966552,0.6433566433566413,0.5535117056856182,0.7066889632107017,0.5910611128002424,0.5595238095238081,0.5700680272108839
"(1090, 1100]",0.7476510067114089,0.5939597315436229,0.7483221476510075,0.5986577181208054,0.6929530201342283,0.6020134228187914,0.6862416107382546,0.6426174496644288,0.5510067114093957,0.5667785234899335,0.6778523489932867,0.6520134228187899,0.5161073825503355,0.5750457596095176,0.6545150501672241,0.6438127090301005
"(1100, 1110]",0.6691275167785229,0.5140939597315427,0.6073825503355696,0.6664429530201328,0.6208053691275166,0.5966442953020125,0.6882550335570458,0.6600671140939587,0.6030201342281875,0.5838926174496638,0.7046979865771786,0.5744966442953011,0.6781879194630857,0.522574740695546,0.6788590604026837,0.5932885906040265
"(1110, 1120]",0.6076923076923068,0.6842809364548496,0.7394648829431439,0.6100334448160529,0.7464882943143814,0.727424749163879,0.7491638795986618,0.5294314381270903,0.5541806020066886,0.5953177257525083,0.5697780480389155,0.5816053511705691,0.6227424749163873,0.5299483125570075,0.6036789297658864,0.6060200668896317
"(1120, 1130]",0.6848993288590601,0.730872483221476,0.6697986577181203,0.5536912751677853,0.5399328859060416,0.7496644295302024,0.5496644295302013,0.6369127516778514,0.6224832214765098,0.6375838926174494,0.6262965222696749,0.6627516778523483,0.6244966442953017,0.4338010982306279,0.6043624161073812,0.7557046979865782
"(1130, 1140]",0.5912751677852346,0.7016778523489927,0.5315436241610744,0.4469798657718126,0.6060402684563745,0.6409395973154358,0.657718120805368,0.6184563758389252,0.6416107382550329,0.6291946308724824,0.5991458206223301,0.7154362416107383,0.6278523489932868,0.485967053081147,0.5835570469798655,0.6996644295302014
"(1140, 1150]",0.6628762541806,0.696655518394649,0.6889632107023419,0.6558528428093636,0.7056856187290963,0.6889632107023417,0.6494983277591975,0.6956521739130425,0.5020066889632112,0.5227424749163875,0.7306172088780754,0.587290969899665,0.6408026755852833,0.47187595013681943,0.7033444816053516,0.6210702341137129
"(1150, 1160]",0.6567114093959727,0.6839464882943119,0.7996655518394661,0.592307692307692,0.7331103678929762,0.5682274247491631,0.639130434782609,0.6010033444816054,0.5073578595317719,0.6464882943143818,0.585723001830383,0.6298657718120803,0.5936241610738244,0.4816961561928012,0.7151006711409398,0.5862416107382556
"(1160, 1170]",0.5354515050167228,0.6291946308724818,0.7667785234899337,0.5050335570469799,0.608389261744965,0.7154362416107385,0.6691275167785226,0.6647651006711414,0.620134228187919,0.6359060402684557,0.47704469443599873,0.5946488294314377,0.6667785234899319,0.6662599145820598,0.6771812080536902,0.5369127516778517
"(1170, 1180]",0.6640939597315428,0.6161073825503341,0.6053691275167776,0.5375838926174498,0.6231543624161068,0.6738255033557035,0.5275167785234897,0.6308724832214763,0.4728187919463097,0.6526845637583891,0.5799267846247694,0.5808724832214754,0.43678929765886326,0.5898449376710255,0.6879598662207368,0.5100334448160535
"(1180, 1190]",0.6270903010033443,0.5772575250836104,0.6468227424749166,0.5163879598662203,0.6775167785234896,0.6872483221476507,0.6448160535117053,0.6916387959866227,0.4267558528428096,0.588294314381271,0.6190331407722698,0.680602006688962,0.5976510067114086,0.5576571079926794,0.651342281879195,0.5305369127516782
