time_elapsed,replicate_1,replicate_2,replicate_3,replicate_4,replicate_5,replicate_6,replicate_7,replicate_8,replicate_9,replicate_10,replicate_11,replicate_12,time_elapsed.1,replicate_13,replicate_14,replicate_15
"(610, 620]",0.7724832214765115,0.6788590604026842,0.7580164056674097,0.7518394648829435,0.7384615384615378,0.8182831661092506,0.7284280936454846,0.8301003344481622,0.808361204013379,0.8297658862876268,0.7869565217391308,0.5466369379412845,0.7300521998508555,0.7602006688963215,0.7175771088814548,0.5625418060200661
"(620, 630]",0.7775167785234901,0.727852348993289,0.6219239373601785,0.7802013422818795,0.8046979865771807,0.8266219239373573,0.7140939597315432,0.8526845637583899,0.798322147651008,0.7852348993288599,0.780536912751678,0.7486950037285574,0.6644295302013393,0.765771812080537,0.7087994034302729,0.5624161073825493
"(630, 640]",0.7505016722408032,0.7454849498327764,0.6859903381642487,0.7123745819397997,0.7173913043478257,0.8617614269788155,0.8026755852842824,0.7414715719063553,0.7963210702341134,0.7745819397993307,0.7812709030100338,0.6592344853214387,0.6581196581196568,0.7568561872909713,0.7134894091415804,0.537792642140468
"(640, 650]",0.7617449664429538,0.7241610738255023,0.6536167039522728,0.7281879194630876,0.7496644295302022,0.7915734526472744,0.7402684563758379,0.8379194630872491,0.8003355704698004,0.67718120805369,0.7617449664429544,0.6401938851603266,0.7035794183445161,0.7697986577181208,0.6554809843400423,0.6033557046979867
"(650, 660]",0.7550335570469795,0.7332214765100663,0.621923937360177,0.7563758389261741,0.7892617449664441,0.753169276659207,0.6040268456375829,0.8805369127516797,0.7949664429530214,0.8060402684563767,0.7815436241610735,0.7270693512304224,0.7568978374347476,0.7265100671140936,0.6864280387770301,0.48489932885906
"(660, 670]",0.7622073578595318,0.7414715719063543,0.5826830174656248,0.6899665551839471,0.709364548494982,0.76105536975102,0.7204013377926429,0.842474916387962,0.8301003344481617,0.8063545150501684,0.8157190635451519,0.7454477889260475,0.6596060943887014,0.6899665551839462,0.6506874767744312,0.5525083612040135
"(670, 680]",0.7251677852348984,0.7161073825503357,0.6826994780014899,0.7771812080536914,0.7429530201342273,0.7971662938105858,0.8040268456375848,0.8500000000000013,0.773489932885907,0.7791946308724833,0.8100671140939617,0.7020879940342999,0.7330350484712886,0.7540268456375843,0.6726323639075289,0.5607382550335567
"(680, 690]",0.6966442953020132,0.6996644295302014,0.6588366890380294,0.7993288590604037,0.7395973154362406,0.752423564504098,0.7000000000000001,0.7859060402684568,0.7644295302013439,0.8214765100671161,0.7714765100671148,0.6677852348993273,0.725205070842652,0.7469798657718135,0.671513795674867,0.58489932885906
"(690, 700]",0.7394648829431446,0.7113712374581924,0.7450761798587855,0.7046822742474909,0.7598662207357855,0.8023039762170161,0.6979933110367896,0.8525083612040139,0.8040133779264215,0.7371237458193984,0.7193979933110365,0.6596060943887002,0.8160535117056834,0.6929765886287628,0.6239316239316226,0.5451505016722402
"(700, 710]",0.7372483221476499,0.7137583892617447,0.6879194630872456,0.7151006711409389,0.7949664429530209,0.7464578672632339,0.7610738255033561,0.7909395973154378,0.8063758389261751,0.7855704697986585,0.7832214765100688,0.7039522744220695,0.7177479492915709,0.6865771812080541,0.6439224459358663,0.5231543624161071
"(710, 720]",0.7325503355704687,0.5906040268456375,0.7013422818791916,0.7697986577181217,0.7761744966442947,0.7360178970917195,0.7543624161073826,0.8194630872483238,0.7318791946308714,0.8063758389261766,0.7976510067114086,0.6968680089485442,0.696122296793435,0.6912751677852338,0.7233407904548811,0.5456375838926173
