Time Elapsed (sec),Replicate 1 Percent Group Activity,Replicate 2 Percent Group Activity,Replicate 3 Percent Group Activity,Replicate 4 Percent Group Activity,Replicate 5 Percent Group Activity,Replicate 6 Percent Group Activity,Replicate 7 Percent Group Activity,Replicate 8 Percent Group Activity,Replicate 9 Percent Group Activity,Replicate 10 Percent Group Activity,Replicate 11 Percent Group Activity,Replicate 12 Percent Group Activity,Replicate 13 Percent Group Activity,Replicate 14 Percent Group Activity,Replicate 15 Percent Group Activity
"(750, 760]",0.6227424749163878,0.7220735785953178,0.530434782608696,0.6521739130434787,0.7494983277591986,0.771906354515051,0.6072092159048661,0.7339279078409481,0.6204697986577172,0.6661073825503343,0.5268456375838929,0.7050335570469799,0.6624161073825496,0.5346756152125273,0.6946308724832224
"(760, 770]",0.5892617449664421,0.7090604026845642,0.625503355704698,0.6570469798657713,0.7238255033557037,0.782885906040269,0.7322893363161795,0.7274422073079758,0.600334448160535,0.660535117056855,0.6204013377926415,0.6137123745819394,0.6993311036789299,0.6428836863619458,0.6387959866220732
"(770, 780]",0.6451505016722399,0.6916387959866205,0.5441471571906356,0.7501672240802667,0.7093645484949834,0.7180602006688958,0.6473429951690802,0.7201783723522827,0.6057046979865766,0.6238255033557043,0.6865771812080536,0.5463087248322148,0.6637583892617449,0.4996271439224465,0.7231543624161068
"(780, 790]",0.5835570469798647,0.6825503355704681,0.5956375838926178,0.6604026845637585,0.7134228187919461,0.7701342281879211,0.6666666666666642,0.7554064131245305,0.567449664429531,0.6932885906040266,0.6657718120805358,0.6812080536912745,0.6661073825503353,0.5682326621923942,0.6070469798657709
"(790, 800]",0.6154362416107382,0.749999999999999,0.5999999999999992,0.6221476510067115,0.6714765100671138,0.7201342281879192,0.6763609246830704,0.7464578672632338,0.5973244147157186,0.6598662207357849,0.696989966555184,0.5929765886287609,0.6474916387959857,0.49758454106280076,0.7227424749163878
"(800, 810]",0.6749163879598649,0.6896321070234098,0.5461538461538455,0.6668896321070222,0.7274247491638787,0.7193979933110374,0.6172426607209203,0.6767001114827176,0.5546979865771802,0.6677852348993272,0.6654362416107379,0.6231543624161063,0.6869127516778523,0.5026099925428773,0.7006711409395973
"(810, 820]",0.6654362416107373,0.7184563758389256,0.5986577181208051,0.5912751677852335,0.7164429530201346,0.7167785234899323,0.6002982848620426,0.7378821774794901,0.564765100671141,0.6090604026845624,0.644295302013422,0.6181208053691273,0.7134228187919458,0.5074571215510815,0.7046979865771807
"(820, 830]",0.6412751677852337,0.7389261744966434,0.5499999999999998,0.6567114093959721,0.7486577181208048,0.6124161073825498,0.551826994780014,0.7453392990305717,0.5284280936454848,0.6381270903010023,0.5518394648829441,0.6140468227424736,0.6785953177257521,0.5626161278335179,0.6528428093645483
"(830, 840]",0.5709030100334437,0.6471571906354504,0.5367892976588626,0.5565217391304347,0.6046822742474918,0.672909698996656,0.6648086213303588,0.702341137123743,0.49060402684563725,0.6895973154362394,0.6389261744966445,0.6496644295302002,0.678187919463087,0.5637583892617448,0.5906040268456374
"(840, 850]",0.6026845637583873,0.6993288590604023,0.5389261744966446,0.587583892617449,0.655033557046979,0.6691275167785236,0.5947054436987324,0.6804623415361641,0.6204013377926414,0.6377926421404675,0.671237458193979,0.5571906354515044,0.6565217391304357,0.5094760312151619,0.7137123745819396
"(850, 860]",0.6439597315436231,0.69496644295302,0.5140939597315439,0.6651006711409395,0.6174496644295304,0.7087248322147649,0.5868754660700958,0.718120805369124,0.5543624161073831,0.7147651006711403,0.6097315436241614,0.6214765100671139,0.6469798657718114,0.5003728560775549,0.7033557046979864
"(860, 870]",0.6458193979933106,0.7180602006688958,0.5063545150501668,0.6886287625418054,0.6421404682274235,0.7468227424749153,0.6183574879227044,0.6978818283166093,0.5999999999999994,0.6083892617449659,0.6224832214765095,0.6352348993288576,0.6030201342281873,0.45861297539149914,0.6969798657718125
"(870, 880]",0.6308724832214762,0.6033557046979867,0.47953020134228264,0.5932885906040268,0.6124161073825499,0.7147651006711402,0.5238627889634603,0.6659209545115558,0.5143812709030102,0.538461538461538,0.6996655518394646,0.5986622073578594,0.6588628762541803,0.5347454477889262,0.6033444816053506
"(880, 890]",0.5966442953020125,0.680536912751676,0.46476510067114163,0.5795302013422811,0.6372483221476504,0.742953020134228,0.6614466815809076,0.706562266964949,0.5291946308724832,0.6077181208053688,0.5157718120805367,0.5902684563758385,0.6063758389261751,0.4269202087994036,0.6060402684563768
